rep,fold,fit_time,score_time,uar,war,microf1,macrof1,anger_rec,anger_prec,anger_f1,anger_ba,happiness_rec,happiness_prec,happiness_f1,happiness_ba,neutral_rec,neutral_prec,neutral_f1,neutral_ba,sadness_rec,sadness_prec,sadness_f1,sadness_ba,params,clf,features,corpus
0,0,1.0589176259818487,0.0013140570081304759,0.3409247757073844,0.3333333333333333,0.3333333333333333,0.2196009668957192,0.015873015873015872,1.0,0.03125,0.7280701754385965,0.34782608695652173,0.37209302325581395,0.35955056179775285,0.75,0.0,0.0,0.0,0.7324561403508771,1.0,0.3224043715846995,0.48760330578512395,0.45614035087719296,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,combined
