rep,fold,fit_time,score_time,uar,war,microf1,macrof1,anger_rec,anger_prec,anger_f1,anger_ba,disgust_rec,disgust_prec,disgust_f1,disgust_ba,fear_rec,fear_prec,fear_f1,fear_ba,happiness_rec,happiness_prec,happiness_f1,happiness_ba,sadness_rec,sadness_prec,sadness_f1,sadness_ba,params,clf,features,corpus
0,0,0.2517554182559252,0.004083560314029455,0.5871084963776134,0.5988857938718662,0.5988857938718662,0.5846286382871935,0.8658536585365854,0.7319587628865979,0.7932960893854749,0.8969359331476323,0.56,0.56,0.56,0.8774373259052924,0.453125,0.5370370370370371,0.4915254237288136,0.8328690807799443,0.4473684210526316,0.425,0.4358974358974359,0.754874651810585,0.6091954022988506,0.6794871794871795,0.6424242424242425,0.8356545961002786,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,EmoFilm
