rep,fold,fit_time,score_time,uar,war,microf1,macrof1,anger_rec,anger_prec,anger_f1,anger_ba,happiness_rec,happiness_prec,happiness_f1,happiness_ba,neutral_rec,neutral_prec,neutral_f1,neutral_ba,sadness_rec,sadness_prec,sadness_f1,sadness_ba,params,clf,features,corpus
0,0,1.7655969590123277,0.002669319015694782,0.809403327266273,0.7935103244837758,0.7935103244837757,0.7985846849524968,0.7165354330708661,0.900990099009901,0.7982456140350876,0.8643067846607669,0.7605633802816901,0.6585365853658537,0.7058823529411764,0.8672566371681416,0.8734177215189873,0.71875,0.7885714285714285,0.8908554572271387,0.8870967741935484,0.9166666666666666,0.9016393442622951,0.9646017699115044,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec2_audeering_ft_c_mean,combined
