rep,fold,fit_time,score_time,uar,war,microf1,macrof1,anger_rec,anger_prec,anger_f1,anger_ba,disgust_rec,disgust_prec,disgust_f1,disgust_ba,fear_rec,fear_prec,fear_f1,fear_ba,happiness_rec,happiness_prec,happiness_f1,happiness_ba,sadness_rec,sadness_prec,sadness_f1,sadness_ba,params,clf,features,corpus
0,0,0.4574182229116559,0.005374243017286062,0.6275268905268906,0.6239067055393586,0.6239067055393586,0.5953694572193122,0.7662337662337663,0.8428571428571429,0.8027210884353742,0.9154518950437318,0.76,0.5,0.6031746031746031,0.8542274052478134,0.2361111111111111,0.7083333333333334,0.3541666666666667,0.8192419825072886,0.44285714285714284,0.484375,0.4626865671641791,0.7900874635568513,0.9324324324324325,0.6330275229357798,0.7540983606557378,0.8688046647230321,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec2_audeering_ft_c_mean,EmoFilm
