rep,fold,fit_time,score_time,uar,war,microf1,macrof1,anger_rec,anger_prec,anger_f1,anger_ba,disgust_rec,disgust_prec,disgust_f1,disgust_ba,fear_rec,fear_prec,fear_f1,fear_ba,happiness_rec,happiness_prec,happiness_f1,happiness_ba,sadness_rec,sadness_prec,sadness_f1,sadness_ba,params,clf,features,corpus
0,0,0.3395956000313163,0.010298160370439291,0.5728322027208474,0.6044568245125348,0.6044568245125348,0.5444632666013456,0.926829268292683,0.8172043010752689,0.8685714285714285,0.935933147632312,0.1,1.0,0.18181818181818182,0.8746518105849582,0.671875,0.4574468085106383,0.5443037974683544,0.7994428969359332,0.7631578947368421,0.4461538461538462,0.5631067961165048,0.7493036211699164,0.40229885057471265,0.9459459459459459,0.5645161290322581,0.8495821727019499,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec2_audeering_ft_c_mean,EmoFilm
