rep,fold,fit_time,score_time,uar,war,microf1,macrof1,anger_rec,anger_prec,anger_f1,anger_ba,disgust_rec,disgust_prec,disgust_f1,disgust_ba,fear_rec,fear_prec,fear_f1,fear_ba,happiness_rec,happiness_prec,happiness_f1,happiness_ba,sadness_rec,sadness_prec,sadness_f1,sadness_ba,params,clf,features,corpus
0,0,0.42285242630168796,0.006849867757409811,0.6652429433550234,0.6796657381615598,0.6796657381615598,0.6640803288647189,0.975609756097561,0.7017543859649122,0.8163265306122448,0.8997214484679665,0.6,0.6976744186046512,0.6451612903225806,0.9080779944289693,0.5,0.463768115942029,0.48120300751879697,0.807799442896936,0.618421052631579,0.6619718309859155,0.6394557823129252,0.8523676880222841,0.632183908045977,0.8870967741935484,0.7382550335570469,0.8913649025069638,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec2_audeering_ft_c_mean,EmoFilm
