rep,fold,fit_time,score_time,uar,war,microf1,macrof1,anger_rec,anger_prec,anger_f1,anger_ba,happiness_rec,happiness_prec,happiness_f1,happiness_ba,neutral_rec,neutral_prec,neutral_f1,neutral_ba,sadness_rec,sadness_prec,sadness_f1,sadness_ba,params,clf,features,corpus
0,0,5.171496564988047,0.009165450930595398,0.28009514843050587,0.313573883161512,0.313573883161512,0.19610037256191104,0.0457516339869281,0.4375,0.08284023668639053,0.7336769759450171,0.17712177121771217,0.40336134453781514,0.2461538461538462,0.7474226804123711,0.893491124260355,0.2984189723320158,0.4474074074074075,0.359106529209622,0.004016064257028112,1.0,0.007999999999999998,0.7869415807560137,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec2_audeering_ft_c_mean,combined
