rep,fold,fit_time,score_time,uar,war,microf1,macrof1,anger_rec,anger_prec,anger_f1,anger_ba,happiness_rec,happiness_prec,happiness_f1,happiness_ba,sadness_rec,sadness_prec,sadness_f1,sadness_ba,params,clf,features,corpus
0,0,1.4687179778702557,0.005131385754793882,0.4649673796167539,0.5341317365269461,0.5341317365269461,0.46502234334092735,0.3333333333333333,0.5466666666666666,0.41414141414141414,0.7221556886227545,0.32934131736526945,0.270935960591133,0.29729729729729726,0.688622754491018,0.7322274881516587,0.6410788381742739,0.6836283185840708,0.6574850299401198,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,combined
