rep,fold,fit_time,score_time,uar,war,microf1,macrof1,anger_rec,anger_prec,anger_f1,anger_ba,happiness_rec,happiness_prec,happiness_f1,happiness_ba,sadness_rec,sadness_prec,sadness_f1,sadness_ba,params,clf,features,corpus
0,0,0.6633126381784678,0.002731025218963623,0.5928863928863929,0.6018099547511312,0.6018099547511312,0.5560486670056711,0.6883116883116883,0.803030303030303,0.7412587412587411,0.832579185520362,0.17142857142857143,0.36363636363636365,0.23300970873786409,0.6425339366515838,0.918918918918919,0.5573770491803278,0.6938775510204082,0.7285067873303167,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,combined
