rep,fold,fit_time,score_time,uar,war,microf1,macrof1,anger_rec,anger_prec,anger_f1,anger_ba,happiness_rec,happiness_prec,happiness_f1,happiness_ba,sadness_rec,sadness_prec,sadness_f1,sadness_ba,params,clf,features,corpus
0,0,0.14917085133492947,0.009414740838110447,0.3495697494896548,0.46789250353606787,0.46789250353606787,0.29423780728165294,0.027051397655545536,0.22900763358778625,0.04838709677419355,0.6661951909476662,0.8737808376362594,0.48986812479897074,0.6277823577906018,0.4891089108910891,0.1478770131771596,0.3423728813559322,0.2065439672801636,0.7804809052333804,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,combined
