rep,fold,fit_time,score_time,uar,war,microf1,macrof1,anger_rec,anger_prec,anger_f1,anger_ba,happiness_rec,happiness_prec,happiness_f1,happiness_ba,neutral_rec,neutral_prec,neutral_f1,neutral_ba,sadness_rec,sadness_prec,sadness_f1,sadness_ba,params,clf,features,corpus
0,0,0.7400467395782471,0.026178598403930664,0.703899286156943,0.7838827838827839,0.7838827838827839,0.689094084377394,0.8804347826086957,0.8350515463917526,0.8571428571428571,0.9010989010989011,0.5238095238095238,0.4230769230769231,0.4680851063829788,0.9084249084249084,0.7984496124031008,0.8803418803418803,0.8373983739837397,0.8534798534798534,0.6129032258064516,0.5757575757575758,0.59375,0.9047619047619048,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,ShEMO
0,1,0.7237715721130371,0.025788068771362305,0.6914393408878703,0.7142857142857143,0.7142857142857143,0.6710647515166247,0.7294117647058823,0.8051948051948052,0.7654320987654321,0.8608058608058609,0.5909090909090909,0.41935483870967744,0.4905660377358491,0.9010989010989011,0.7232142857142857,0.7788461538461539,0.75,0.8021978021978022,0.7222222222222222,0.639344262295082,0.6782608695652174,0.8644688644688645,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,ShEMO
0,2,0.7355241775512695,0.02568840980529785,0.6560373915027212,0.7435897435897436,0.7435897435897437,0.6611293957184368,0.8762886597938144,0.794392523364486,0.8333333333333333,0.8754578754578755,0.28,0.4117647058823529,0.3333333333333333,0.8974358974358975,0.6986301369863014,0.6986301369863014,0.6986301369863014,0.8388278388278388,0.7692307692307693,0.7894736842105263,0.7792207792207793,0.8754578754578755,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,ShEMO
0,3,0.8928976058959961,0.021518707275390625,0.6922745794023837,0.7163636363636363,0.7163636363636363,0.670488182988183,0.762589928057554,0.8833333333333333,0.8185328185328185,0.8290909090909091,0.5319148936170213,0.6097560975609756,0.5681818181818181,0.8618181818181818,0.6829268292682927,0.49122807017543857,0.5714285714285715,0.8472727272727273,0.7916666666666666,0.6666666666666666,0.7238095238095237,0.8945454545454545,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,ShEMO
0,4,0.7992095947265625,0.030108213424682617,0.6666331490521744,0.8058608058608059,0.8058608058608059,0.6748161939659274,0.9328859060402684,0.896774193548387,0.9144736842105262,0.9047619047619048,0.3333333333333333,0.5,0.4,0.9340659340659341,0.7246376811594203,0.78125,0.7518796992481203,0.8791208791208791,0.6756756756756757,0.5952380952380952,0.6329113924050633,0.8937728937728938,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,ShEMO
0,5,0.8798439502716064,0.030754566192626953,0.7444534632034632,0.8327272727272728,0.8327272727272728,0.7491361028798091,0.8909090909090909,0.9074074074074074,0.8990825688073394,0.92,0.6,0.6666666666666666,0.631578947368421,0.9745454545454545,0.8583333333333333,0.8512396694214877,0.8547717842323651,0.8727272727272727,0.6285714285714286,0.5945945945945946,0.611111111111111,0.8981818181818182,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,ShEMO
0,6,1.261251449584961,0.04087209701538086,0.7140898732374306,0.8327272727272728,0.8327272727272728,0.691027436615672,0.9067796610169492,0.9224137931034483,0.9145299145299146,0.9272727272727272,0.5,0.3333333333333333,0.4,0.9781818181818182,0.8319327731092437,0.8319327731092437,0.8319327731092437,0.8545454545454545,0.6176470588235294,0.6176470588235294,0.6176470588235294,0.9054545454545454,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,ShEMO
0,7,1.1552836894989014,0.03208041191101074,0.8206733996140616,0.843065693430657,0.843065693430657,0.7617122252040437,0.8390804597701149,0.948051948051948,0.8902439024390243,0.9343065693430657,0.8,0.36363636363636365,0.5000000000000001,0.9416058394160584,0.8686131386861314,0.875,0.8717948717948718,0.8722627737226277,0.775,0.7948717948717948,0.7848101265822786,0.9379562043795621,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,ShEMO
0,8,0.8697657585144043,0.028870820999145508,0.7360504770426306,0.7912087912087912,0.7912087912087912,0.690623370273794,0.6984126984126984,0.8,0.7457627118644068,0.8901098901098901,0.6428571428571429,0.36,0.4615384615384615,0.9230769230769231,0.844311377245509,0.8924050632911392,0.8676923076923077,0.8424908424908425,0.7586206896551724,0.6285714285714286,0.6875,0.9267399267399268,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,ShEMO
0,9,0.8070340156555176,0.022650957107543945,0.6978547703234299,0.7435897435897436,0.7435897435897437,0.6926558438565639,0.8235294117647058,0.8596491228070176,0.8412017167381973,0.8644688644688645,0.5333333333333333,0.47058823529411764,0.5,0.8827838827838828,0.6885245901639344,0.7368421052631579,0.7118644067796609,0.8754578754578755,0.746031746031746,0.6911764705882353,0.717557251908397,0.8644688644688645,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,ShEMO
