rep,fold,fit_time,score_time,uar,war,microf1,macrof1,affection_rec,affection_prec,affection_f1,affection_ba,amusement_rec,amusement_prec,amusement_f1,amusement_ba,anger_rec,anger_prec,anger_f1,anger_ba,contempt_rec,contempt_prec,contempt_f1,contempt_ba,disgust_rec,disgust_prec,disgust_f1,disgust_ba,distress_rec,distress_prec,distress_f1,distress_ba,fear_rec,fear_prec,fear_f1,fear_ba,guilt_rec,guilt_prec,guilt_f1,guilt_ba,happiness_rec,happiness_prec,happiness_f1,happiness_ba,interest_rec,interest_prec,interest_f1,interest_ba,lust_rec,lust_prec,lust_f1,lust_ba,negativesurprise_rec,negativesurprise_prec,negativesurprise_f1,negativesurprise_ba,positivesurprise_rec,positivesurprise_prec,positivesurprise_f1,positivesurprise_ba,pride_rec,pride_prec,pride_f1,pride_ba,relief_rec,relief_prec,relief_f1,relief_ba,sadness_rec,sadness_prec,sadness_f1,sadness_ba,serenity_rec,serenity_prec,serenity_f1,serenity_ba,shame_rec,shame_prec,shame_f1,shame_ba,params,clf,features,corpus
0,0,2.4067875272594392,0.022665145341306925,0.1861111111111111,0.18611111111111112,0.18611111111111112,0.15932528184249295,0.25,0.1056338028169014,0.14851485148514854,0.8407407407407408,0.2833333333333333,0.17525773195876287,0.21656050955414013,0.8861111111111111,0.7,0.17796610169491525,0.28378378378378377,0.8037037037037037,0.11666666666666667,0.12727272727272726,0.1217391304347826,0.9064814814814814,0.0,0.0,0.0,0.9416666666666667,0.2,0.2222222222222222,0.2105263157894737,0.9166666666666666,0.3333333333333333,0.45454545454545453,0.3846153846153846,0.9407407407407408,0.15,0.3,0.2,0.9333333333333333,0.08333333333333333,0.22727272727272727,0.1219512195121951,0.9333333333333333,0.016666666666666666,0.1,0.028571428571428574,0.937037037037037,0.4166666666666667,0.1937984496124031,0.2645502645502646,0.8712962962962963,0.26666666666666666,0.12903225806451613,0.17391304347826086,0.8592592592592593,0.15,0.28125,0.19565217391304346,0.9314814814814815,0.05,0.25,0.08333333333333334,0.9388888888888889,0.08333333333333333,0.3333333333333333,0.13333333333333333,0.9398148148148148,0.08333333333333333,0.29411764705882354,0.12987012987012986,0.937962962962963,0.0,0.0,0.0,0.9435185185185185,0.16666666666666666,0.17543859649122806,0.17094017094017094,0.9101851851851852,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec2_audeering_ft_c_mean,VENEC
