rep,fold,fit_time,score_time,uar,war,microf1,macrof1,anger_rec,anger_prec,anger_f1,anger_ba,disgust_rec,disgust_prec,disgust_f1,disgust_ba,happiness_rec,happiness_prec,happiness_f1,happiness_ba,neutral_rec,neutral_prec,neutral_f1,neutral_ba,params,clf,features,corpus
0,0,1.5962605476379395,0.028450727462768555,0.7873677248677248,0.7860082304526749,0.7860082304526749,0.7851283028822345,0.8650793650793651,0.8790322580645161,0.8720000000000001,0.934156378600823,0.7619047619047619,0.7559055118110236,0.758893280632411,0.8744855967078189,0.6984126984126984,0.8073394495412844,0.748936170212766,0.8786008230452675,0.8240740740740741,0.7063492063492064,0.7606837606837606,0.8847736625514403,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,CREMA-D
0,1,1.8619248867034912,0.04027080535888672,0.7784391534391535,0.7757201646090535,0.7757201646090536,0.7757443493457725,0.8015873015873016,0.8211382113821138,0.8112449799196788,0.9032921810699589,0.6587301587301587,0.7094017094017094,0.6831275720164609,0.8415637860082305,0.8015873015873016,0.8015873015873016,0.8015873015873016,0.897119341563786,0.8518518518518519,0.7666666666666667,0.8070175438596491,0.9094650205761317,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,CREMA-D
0,2,1.3722076416015625,0.028104782104492188,0.7906746031746031,0.7880658436213992,0.7880658436213992,0.7875213984412943,0.8571428571428571,0.84375,0.8503937007874015,0.9218106995884774,0.7222222222222222,0.7711864406779662,0.7459016393442622,0.8724279835390947,0.7222222222222222,0.7844827586206896,0.7520661157024793,0.8765432098765432,0.8611111111111112,0.75,0.8017241379310345,0.9053497942386831,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,CREMA-D
0,3,1.6606941223144531,0.03461742401123047,0.7556216931216931,0.7530864197530864,0.7530864197530863,0.7525956481608268,0.8333333333333334,0.7291666666666666,0.7777777777777777,0.8765432098765432,0.5793650793650794,0.7934782608695652,0.6697247706422019,0.8518518518518519,0.7857142857142857,0.6971830985915493,0.7388059701492536,0.8559670781893004,0.8240740740740741,0.8240740740740741,0.8240740740740741,0.9218106995884774,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,CREMA-D
0,4,1.7339379787445068,0.031743526458740234,0.763888888888889,0.7613168724279835,0.7613168724279835,0.7631805088569804,0.8174603174603174,0.7518248175182481,0.7832699619771863,0.8827160493827161,0.7063492063492064,0.7007874015748031,0.7035573122529645,0.845679012345679,0.6984126984126984,0.7787610619469026,0.7364016736401673,0.8703703703703703,0.8333333333333334,0.8256880733944955,0.8294930875576038,0.9238683127572016,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,CREMA-D
0,5,1.542663335800171,0.024155139923095703,0.7526455026455026,0.7530864197530864,0.7530864197530863,0.7539139411335666,0.8015873015873016,0.808,0.804780876494024,0.8991769547325102,0.7857142857142857,0.7443609022556391,0.7644787644787644,0.8744855967078189,0.6825396825396826,0.671875,0.6771653543307087,0.831275720164609,0.7407407407407407,0.8,0.7692307692307692,0.9012345679012346,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,CREMA-D
0,6,1.2791659832000732,0.020746707916259766,0.7015094199673638,0.6989690721649484,0.6989690721649484,0.7016016062812432,0.6825396825396826,0.8113207547169812,0.7413793103448275,0.8762886597938144,0.6666666666666666,0.6511627906976745,0.6588235294117646,0.8206185567010309,0.6904761904761905,0.6397058823529411,0.66412213740458,0.8185567010309278,0.7663551401869159,0.7192982456140351,0.7420814479638009,0.8824742268041237,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,CREMA-D
0,7,1.2603278160095215,0.024224281311035156,0.793131582851209,0.7938144329896907,0.7938144329896907,0.794937694069876,0.8253968253968254,0.8,0.8125,0.9010309278350516,0.8015873015873016,0.8015873015873016,0.8015873015873016,0.8969072164948454,0.7698412698412699,0.7348484848484849,0.751937984496124,0.8680412371134021,0.7757009345794392,0.8556701030927835,0.8137254901960783,0.9216494845360824,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,CREMA-D
0,8,1.058011770248413,0.020696640014648438,0.7290284942274625,0.7274436090225563,0.7274436090225564,0.7305262588682582,0.7608695652173914,0.8267716535433071,0.7924528301886792,0.8966165413533834,0.7463768115942029,0.6319018404907976,0.6843853820598006,0.8214285714285714,0.6376811594202898,0.6929133858267716,0.6641509433962265,0.8327067669172933,0.7711864406779662,0.7913043478260869,0.7811158798283262,0.9041353383458647,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,CREMA-D
0,9,0.9317810535430908,0.0221250057220459,0.7656261682242991,0.7614107883817427,0.7614107883817427,0.7608444718634425,0.816,0.796875,0.8063241106719369,0.8983402489626556,0.728,0.7165354330708661,0.7222222222222222,0.8547717842323651,0.64,0.7920792079207921,0.7079646017699115,0.8630705394190872,0.8785046728971962,0.746031746031746,0.8068669527896996,0.9066390041493776,"{""C"": 1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 100, ""multi_class"": ""multinomial"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",sk/lr,wav2vec_c_mean,CREMA-D
